Nation,Product Id,Product Name,Category,Subcategory,Season,CUSTOMER_NATIONALITYIDS,Catalog,Color,Fabric,Fit,In Store,Origin,Sum of PRICE,Sum of PriceTot
Germany,84039495, Titans Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Fall Heather,50% Polyester/37% Cotton/13% Rayon,Classic,true,Imported,€ 39.90,€ 159.60
Germany,77029290, Women's Victory Springs Hooded Sweatshirt,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Fall Heather,50% Polyester/43% Cotton/7% Rayon,Classic,true,Imported,€ 136.40,€ 272.80
Germany,42351352,Fall Heather  Women's V-Neck Crewneck Sweatshirt,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Fall Heather,55% Cotton/43% Polyester/2% Rayon,Classic,true,Imported,€ 217.20,€ 595.80
Germany,84922762, Titans Women's 1/2 Zip Top,Women,Outerwear,Basic Non-Seasonal,3,Clothing & Accessories,Fall Heather,60% Cotton/30% Poly/10% Rayon,Classic,true,Imported,€ 188.76,€ 656.76
Germany,81518333, Women's 1/2 Zip Top,Women,Outerwear,Basic Non-Seasonal,3,Clothing & Accessories,Fall Heather,60% Cotton/30% Poly/10% Rayon,Classic,true,Imported,€ 101.92,€ 230.88
Germany,78619751, Women's Adjustable Cap,Women,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Gold,100% Cotton,"",true,Imported,€ 121.88,€ 428.56
Germany,98524243, School of Law Women's V-Neck Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Gold,100% Cotton,Athletic,false,Imported,€ 106.08,€ 393.64
Germany,98526228, College of Nursing and Health Innovation Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Gold,100% Cotton,Athletic,true,Imported,€ 115.96,€ 294.58
Germany,98524240, Cronkite School of Journalism Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Gold,100% Cotton,Athletic,true,Imported,€ 50.70,€ 152.10
Germany,88544424, Titans Women's Slim Fit Tank Top,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Gold,100% Cotton,Classic,true,Imported,€ 70.50,€ 234.60
Germany,78417858, Titans Women's Slim Fit Burnout Tank Top,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Gold,100% Cotton,Classic,true,Imported,€ 132.16,€ 468.16
Germany,78432716, Women's Short Sleeve Crop Top,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Gold,100% Cotton,Crop,true,Imported,€ 135.90,€ 353.70
Germany,98464242, Women's Cropped Crewneck Sweatshirt,Women,Sweatshirts,Fall,3,Clothing & Accessories,Gold,55% Polyester/45% Cotton,Crop,true,Made in USA,€ 274.56,€ 707.52
Germany,97722265, Titans Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Gold,65% Polyester/35% Rayon,Crop,true,Imported,€ 151.68,€ 501.12
Germany,78417864, Women's Slim Fit Tank Top,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Gold,97% RAYON/3% SPANDEX,Classic,true,Imported,€ 117.12,€ 241.28
Germany,84107416, Women's Slim Fit Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Holiday,3,Clothing & Accessories,Golden Yellow,50% Cotton/50% Polyester,Classic,true,Imported,€ 86.12,€ 214.69
Germany,83171640, Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Granite Heather,100% Cotton,Classic,true,Imported,€ 190.96,€ 557.04
Germany,78417847, Titans Women's Hooded Sweatshirt,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Granite Heather,57% Cotton/43% Polyester,Athletic,true,Imported,€ 235.84,€ 505.56
Germany,78788435, Women's Hooded Sweatshirt,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Granite Heather,57% Cotton/43% Polyester,Athletic,true,Imported,€ 132.72,€ 398.16
Germany,87125006, Titans Women's Cardigan,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Grey,52% Rayon/45% Poly/3% Spandex,Classic,true,Imported,€ 120.42,€ 434.17
Germany,78595399, Women's Crewneck Top,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Grey,55% Cotton/45% Polyester,Classic,true,Imported,€ 111.94,€ 111.94
Germany,96035722, Women's Cropped Tank Top,Women,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Grey,65% Polyester/35% Rayon,Crop,true,Imported,€ 105.82,€ 321.42
Germany,78138332, Titans Women's Athletic Jogger Pants,Women,Shorts & Pants,Basic Non-Seasonal,3,Clothing & Accessories,Grey Scarf,73% Cotton/27% Polyester,Classic,true,Imported,€ 125.58,€ 562.58
Germany,94570286, Titans Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Grey/White,47% Poly/47% Rayon/6% Spandex,Crop,true,Imported,€ 63.00,€ 315.00
Germany,91971625, Titans Women's Tri-Blend V-Neck Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Gunsmoke,50% Polyester/37% Cotton/13% Rayon,Classic,true,Imported,€ 186.42,€ 470.34
Germany,25072277,Gunsmoke  Women's Tri-Blend V-Neck Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Gunsmoke,50% Polyester/37% Cotton/13% Rayon,Relaxed,true,Imported,€ 194.88,€ 677.04
Germany,88563154, Women's V-Neck Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Holiday,3,Clothing & Accessories,Heather Grey,50% Cotton/50% Polyester,Classic,true,Imported,€ 113.00,€ 280.22
Germany,97728925, Women's Tank Top,Women,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Heather Grey,50% Polyester/37% Cotton/13% Rayon,Activewear,true,Imported,€ 141.00,€ 555.60
Germany,84796631, Women's Relaxed Fit Tie-Waist Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Heather/Maroon,50% Polyester/37% Cotton/13% Rayon,Classic,true,Made in USA,€ 56.48,€ 170.44
Germany,89254826, Women's Long Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Honey Brown,100% Cotton,Crop,true,Imported,€ 58.00,€ 58.00
Germany,56186079,Honey Brown  Women's Cropped Long Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Honey Brown,100% Cotton,Crop,true,Imported,€ 101.84,€ 137.18
Germany,91971624, Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Ivory,47% Poly/47% Rayon/6% Spandex,Classic,true,Imported,€ 72.47,€ 290.89
Germany,84037466, Women's Slim Fit Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Ivory,47% Poly/47% Rayon/6% Spandex,Classic,true,Imported,€ 118.45,€ 407.34
Germany,82266569, Titans Tank Top,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Jet Black,100% Cotton,Classic,true,Imported,€ 88.50,€ 224.47
Germany,97828923, Women's Tank Top,Women,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Jet Black,100% Cotton,Classic,true,Imported,€ 110.72,€ 248.96
Germany,85754875, Titans Jersey Top,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Jet Black,100% Polyester,Activewear,true,Imported,€ 63.34,€ 186.42
Germany,97447542, Titans Women's 1/4 Zip Fleece Top,Women,Outerwear,Holiday,3,Clothing & Accessories,Maroon,"",Classic,true,Imported,€ 314.82,€ 1155.60
Germany,94561323, Titans Women's Tank Top,Women,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Maroon,"",Classic,true,Imported,€ 202.88,€ 760.00
Germany,87815816, Women's Crewneck Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,100% Cotton,Classic,true,Imported,€ 19.29,€ 19.29
Germany,84059358, Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,100% Cotton,Classic,true,Imported,€ 78.26,€ 210.34
Germany,98459809, Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,100% Cotton,Classic,true,Imported,€ 105.30,€ 200.98
Germany,98526252, Women's V-Neck Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,100% Cotton,Classic,true,Imported,€ 115.18,€ 205.40
Germany,94561599, Baseball Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Maroon,100% Cotton,Classic,true,Imported,€ 293.20,€ 822.80
Germany,94021926, Women's 3/4 Sleeve Top,Women,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Maroon,100% Cotton,Classic,true,Imported,€ 156.06,€ 402.22
Germany,98468937, Women's Mesh Bottom Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Maroon,100% Cotton,Classic,true,Made in USA,€ 165.96,€ 497.16
Germany,20989845,Maroon  Women's Cropped Rugby Shirt,Women,Polos,Holiday,3,Clothing & Accessories,Maroon,100% Cotton,Crop,true,Imported,€ 161.28,€ 490.56
Germany,41015853,Maroon  Women's Timber Cropped Tee,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,100% Cotton,Crop,true,Imported,€ 110.16,€ 334.56
Germany,88540574, Women's Short Sleeve Crop Slasher Tee,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Maroon,100% Cotton,Crop,true,Imported,€ 67.20,€ 174.90
Germany,84911745, Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Maroon,100% Cotton,Crop,true,Imported,€ 30.00,€ 120.00
Germany,85722282, Women's Game Mode Training Shorts,Women,Shorts & Pants,Spring,3,Clothing & Accessories,Maroon,100% Polyester,Activewear,true,Imported,€ 231.20,€ 506.00
Germany,87367224, Women's Creator Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Maroon,100% Polyester,Activewear,true,Imported,€ 81.35,€ 162.70
Germany,89239498, Women's Creator Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Maroon,100% Polyester,Activewear,true,Imported,€ 62.64,€ 62.64
Germany,85722095, Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Maroon,100% Polyester,Activewear,true,Imported,€ 52.24,€ 186.86
Germany,21201732,Maroon  Women's Amplifier Long Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Maroon,100% Polyester,Activewear,true,Imported,€ 204.60,€ 586.20
Germany,21226411,Maroon  Women's Creator Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Holiday,3,Clothing & Accessories,Maroon,100% Polyester,Activewear,true,Imported,€ 47.60,€ 238.00
Germany,87406210, Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Maroon,40% Recycl Poly/20% Cotton/40% Poly,Classic,true,Imported,€ 41.98,€ 125.94
Germany,91971626, Women's Relaxed Fit Short Sleeve V-Neck T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,50% Cotton/38% Poly/12% Rayon,Classic,true,Imported,€ 67.60,€ 265.72
Germany,78587046, Women's Long Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,50% Cotton/38% Poly/12% Rayon,Crop,true,Imported,€ 98.24,€ 267.28
Germany,82032179, Women's Crop Hooded Sweatshirt,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,50% Cotton/50% Polyester,Crop,true,Imported,€ 145.44,€ 376.32
Germany,98475434, Titans Women's Cropped Hooded Sweatshirt,Women,Sweatshirts,Fall,3,Clothing & Accessories,Maroon,50% Cotton/50% Polyester,Crop,true,Made in USA,€ 209.76,€ 649.44
Germany,97620261,Maroon  Women's Crewneck Sweatshirt,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,60% Cotton/40% Polyester,Athletic,true,Imported,€ 105.80,€ 214.36
Germany,16815609,Maroon  Women's Hooded Sweatshirt,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,60% Cotton/40% Polyester,Classic,true,Imported,€ 109.20,€ 494.40
Germany,77711171, Alumni Women's Relaxed Fit Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,60% Cotton/40% Polyester,Classic,true,Imported,€ 33.00,€ 99.00
Germany,77545976, Mom Women's Relaxed Fit Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,60% Cotton/40% Polyester,Classic,true,Imported,€ 44.22,€ 88.44
Germany,97154997, Titans Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Maroon,60% Cotton/40% Polyester,Classic,true,Imported,€ 81.60,€ 277.92
Germany,44973276,Maroon  Titans Women's V-Neck Long Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Maroon,60% Recover Cotton/40% Recycle Poly,Classic,true,Imported,€ 58.14,€ 151.98
Germany,86803678, Titans Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Maroon,65% Polyester/35% Rayon,Activewear,true,Imported,€ 14.63,€ 43.89
Germany,86809953, Titans Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Maroon,65% Polyester/35% Rayon,Activewear,true,Imported,€ 251.66,€ 704.06
Germany,97728207, Titans Women's Tank Top,Women,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Maroon,65% Polyester/35% Rayon,Activewear,true,Imported,€ 38.72,€ 193.60
Germany,97720767, Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Maroon,65% Polyester/35% Rayon,Activewear,true,Imported,€ 67.84,€ 234.88
Germany,98500355, Women's Swing Tank Top,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,65% Polyester/35% Viscose,Classic,true,Imported,€ 16.24,€ 48.72
Germany,84902425, Women's Raglan Top,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Maroon,67% Modal/28% Poly/5% Spandex,Classic,true,Imported,€ 114.19,€ 330.34
Germany,86793433, Titans Hockey Sweater,Women,Sweatshirts,Holiday,3,Clothing & Accessories,Maroon,70% Cotton/30% Polyester,Athletic,true,Imported,€ 258.05,€ 596.70
Germany,83171309, Titans Women's Athletic Crew Neck Sweatshirt,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,73% Cotton/27% Polyester,Classic,true,Imported,€ 208.56,€ 772.64
Germany,89619326, Women's Academy Hooded Sweatshirt,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,80% Cotton/20% Polyester,Classic,true,Imported,€ 231.00,€ 742.70
Germany,79277777, Women's Crewneck Sweatshirt,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,80% Cotton/20% Polyester,Classic,true,Imported,€ 333.90,€ 856.80
Germany,78563694, Women's Hooded Sweatshirt,Women,Sweatshirts,Fall,3,Clothing & Accessories,Maroon,80% Cotton/20% Polyester,Classic,true,Imported,€ 44.49,€ 88.98
Germany,87866453, Women's Cropped Crewneck Sweatshirt,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,80% Cotton/20% Polyester,Crop,true,Imported,€ 213.84,€ 707.76
Germany,88541907, Titans Women's French Terry Long Sleeve Crop T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Maroon,85% Cotton/13% Poly/3% Lycra,Crop,true,Imported,€ 122.64,€ 283.92
Germany,79165843, Women's Relaxed Fit 3/4 Sleve Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Maroon Berry,100% Cotton,Classic,true,Imported,€ 96.80,€ 193.60
Germany,94009072, Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Medium Grey Heather,100% Cotton,Activewear,true,Imported,€ 19.61,€ 19.61
Germany,24429333,Medium Grey/White  Women's Crewneck Sweatshirt,Women,Sweatshirts,Fall,3,Clothing & Accessories,Medium Grey/White,100% Polyester,Activewear,true,Imported,€ 35.00,€ 35.00
Germany,89257975, Women's Flip Side Pants,Women,Shorts & Pants,Holiday,3,Clothing & Accessories,Midnight Heather,65% Cotton/35% Polyester,Classic,true,Imported,€ 205.32,€ 392.66
Germany,89257887, Women's Flip Side Crewneck Sweatshirt,Women,Sweatshirts,Holiday,3,Clothing & Accessories,Midnight Heather,65% Cotton/35% Polyester,Crop,true,Imported,€ 222.60,€ 673.80
Germany,77405509, Women's Athletic Fit 1/4 Zip Fleece Pullover Sweatshirt,Women,Outerwear,Holiday,3,Clothing & Accessories,Mineral Grey,"",Classic,true,Imported,€ 127.98,€ 329.94
Germany,25616203,Mineral Grey  Women's Arctic Fleece Full-Zip Sweatshirt,Women,Outerwear,Holiday,3,Clothing & Accessories,Mineral Grey,100% Polyester,Athletic,true,Imported,€ 138.00,€ 589.20
Germany,81568112, Women's Long Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Moonlight,100% Cotton,Classic,true,Imported,€ 54.21,€ 191.90
Germany,85752315, Titans Women's Landmark Fader Crewneck T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Mustard,100% Cotton,Activewear,true,Imported,€ 151.40,€ 610.72
Germany,83243021, Titans Women's Crewneck Sweatshirt,Women,Sweatshirts,Fall,3,Clothing & Accessories,Natural,60% Cotton/40% Polyester,Oversize,true,Imported,€ 64.00,€ 229.00
Germany,85917824, Titans Women's Cozy Crew Sweatshirt,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Natural,80% Cotton/20% Polyester,Oversize,true,Imported,€ 383.50,€ 893.10
Germany,78563721, Women's Cozy Crew Sweatshirt,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Natural,80% Cotton/20% Polyester,Oversize,true,Imported,€ 225.40,€ 595.00
Germany,76157901, Women's Slim Fit Cozy Crew Sweatshirt,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Natural,80% Cotton/20% Polyester,Oversize,true,Imported,€ 208.00,€ 713.70
Germany,98526235, School of Global Management Women's V-Neck Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Oatmeal,100% Cotton,Classic,false,Imported,€ 52.52,€ 212.68
Germany,81697271, Women's 1/4 Zip,Women,Outerwear,Basic Non-Seasonal,3,Clothing & Accessories,Oatmeal,80% Cotton/20% Polyester,Classic,true,Imported,€ 218.88,€ 579.20
Germany,91971622, Titans Women's Crewneck Sweatshirt,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Oatmeal Heather,56% Cotton/44% Polyester,Classic,true,Imported,€ 99.00,€ 240.68
Germany,94541949, Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Oxford,100% Cotton,Classic,true,Imported,€ 79.82,€ 200.46
Germany,83173053, Titans Women's Relaxed Fit Cropped Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Oxford Heather,90% Cotton/10% Polyester,Crop,true,Imported,€ 71.26,€ 174.92
Germany,83795508, Titans Women's Tank Top,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Pencil Gold,60% Cotton/40% Polyester,Classic,true,Imported,€ 55.68,€ 125.76
Germany,94023681, Women's Long Sleeve T-Shirt,Women,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Pepper,100% Cotton,Classic,true,Imported,€ 84.96,€ 147.60
Germany,90586006, Top,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Rainbow Swirl,80% Cotton/20% Polyester,Classic,true,Imported,€ 159.12,€ 418.54
Germany,87436372, Women's Hooded Sweatshirt,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Rose,50% Polyester/46% Cotton/4% Rayon,Classic,true,Imported,€ 258.16,€ 479.92
Germany,89324919,Silver Grey  Hooded Crop Top,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Silver Grey,60% Cotton/40% Polyester,Athletic,true,Imported,€ 472.80,€ 1000.00
Germany,90574282, Women's Crewneck Sweatshirt,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Silver Grey,80% Cotton/20% Polyester,Classic,true,Imported,€ 271.32,€ 465.12
Germany,78035762, Women's Slim Fit V-Neck Long SleeveT-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Slate,50% Cotton/50% Polyester,Classic,true,Imported,€ 45.88,€ 112.81
Germany,78035755, Women's Slim Fit V-Neck Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Slate,50% Cotton/50% Polyester,Classic,true,Imported,€ 98.60,€ 303.23
Germany,77563438, Women's 1/4 Zip Sherpa Pullover Sweatshirt,Women,Sweatshirts,Fall,3,Clothing & Accessories,Smoke,100% Polyester,Oversize,true,Imported,€ 213.00,€ 444.00
Germany,84106764, Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Sport Maroon,50% Cotton/50% Polyester,Classic,true,Imported,€ 118.28,€ 541.26
Germany,78035748, Women's Slim Fit V-Neck Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Sport Maroon,50% Cotton/50% Polyester,Classic,true,Imported,€ 40.78,€ 40.78
Germany,84107131, Women's Slim Fit Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Holiday,3,Clothing & Accessories,Sport Maroon,50% Cotton/50% Polyester,Classic,true,Imported,€ 64.77,€ 167.44
Germany,87406454, Women's Athletic Fit Mesh Crop Top,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Static Grey,90% Polyester/10% Spandex,Crop,true,Imported,€ 129.60,€ 174.96
Germany,87406617, Women's Athletic Fit Leggings,Women,Shorts & Pants,Fall,3,Clothing & Accessories,Static Grey,95% Polyester/5% Spandex,Activewear,true,Imported,€ 96.60,€ 208.32
Germany,86513692, Titans Women's Cropped Tank Top,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Steel,100% Cotton,Crop,true,Made in USA,€ 87.62,€ 258.18
Germany,19652712,Steel Grey  Women's Cropped Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Steel Grey,100% Cotton,"",true,Imported,€ 65.78,€ 159.90
Germany,78432722, Women's Slim Fit Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Streaky Grey,50% Cotton/38% Poly/12% Rayon,Classic,true,Imported,€ 202.44,€ 758.52
Germany,81570218, Women's Camo Short,Women,Shorts & Pants,Basic Non-Seasonal,3,Clothing & Accessories,Tonal Grey,55% Cotton/45% Polyester,Classic,true,Imported,€ 244.34,€ 875.14
Germany,71096926,True Black  Titans Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,True Black,60% Recover Cotton/40% Recycle Poly,Classic,true,Imported,€ 187.20,€ 622.40
Germany,77563452, Women's Crewneck Sweatshirt,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,V Maroon Heather,"",Classic,true,Imported,€ 117.04,€ 320.32
Germany,76644331, Women's 1/2 Zip Top,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,V Maroon Heather,60% Cotton/30% Poly/10% Rayon,Classic,true,Imported,€ 237.80,€ 498.80
Germany,79277760, Women's Tank Top,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Varsity Black,50% Cotton/38% Poly/12% Rayon,Classic,true,Imported,€ 89.04,€ 227.64
Germany,84921857, Titans Women's Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Varsity Gold Heather,50% Cotton/37% Polyester/13% Rayon,Classic,true,Imported,€ 58.50,€ 83.70
Germany,77609391, Women's Jogger,Women,Shorts & Pants,Basic Non-Seasonal,3,Clothing & Accessories,Varsity Maroon Heather,50% Cotton/37% Polyester/13% Rayon,Classic,true,Imported,€ 38.88,€ 38.88
Germany,77512496, Women's Jogger Pants,Women,Shorts & Pants,Basic Non-Seasonal,3,Clothing & Accessories,Varsity Maroon Heather,50% Cotton/37% Polyester/13% Rayon,Classic,true,Imported,€ 96.48,€ 388.80
Germany,92144090,Varsity Maroon Heather  Women's Intramural Shorts,Women,Shorts & Pants,Fall,3,Clothing & Accessories,Varsity Maroon Heather,50% Polyester/37% Cotton/13% Rayon,Classic,true,Imported,€ 177.48,€ 437.92
Germany,91883634,Varsity Maroon Heather  Titans Women's 1/4 Zip,Women,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Varsity Maroon Heather,55% Cotton/43% Polyester/2% Rayon,Classic,true,Imported,€ 218.88,€ 770.56
Germany,69510624,Varsity White Heather  Women's Hooded Sweatshirt,Women,Sweatshirts,Fall,3,Clothing & Accessories,Varsity White Heather,50% Cotton/40% Polyester/10% Rayon,Classic,true,Imported,€ 168.32,€ 446.08
Germany,81637513, Women's Slim Fit Hooded Pullover Sweatshirt,Women,Sweatshirts,Fall,3,Clothing & Accessories,Varsity White Heather,50% Polyester/43% Cotton/7% Rayon,Classic,true,Imported,€ 237.46,€ 608.22
Germany,85018469, Titans Women's Pants,Women,Shorts & Pants,Basic Non-Seasonal,3,Clothing & Accessories,Victory Grey,80% Cotton/20% Polyester,Classic,true,Imported,€ 178.88,€ 416.52
Germany,55845713,Washed Pepper  Women's Weathered Terry Shorts,Women,Shorts & Pants,Fall,3,Clothing & Accessories,Washed Pepper,100% Cotton,Classic,true,Imported,€ 144.50,€ 471.58
Germany,94538313, Women's Adjustable Cap,Women,Hats,Spring,3,Clothing & Accessories,White,100% Cotton,"",true,Imported,€ 56.16,€ 96.20
Germany,94598810, Women's Adjustable Cap,Women,Hats,Spring,3,Clothing & Accessories,White,100% Cotton,"",true,Imported,€ 194.48,€ 559.26
Germany,97721942, Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Spring,3,Clothing & Accessories,White,100% Cotton,Activewear,true,Imported,€ 96.14,€ 216.22
Germany,74072239, Women's Athletic Fit V-Neck Long Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,White,100% Cotton,Classic,true,Imported,€ 196.00,€ 655.76
Germany,78214761, Women's Tokyodachi Slim Fit V-Neck Short Sleeve T-Shirt,Women,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,White,100% Cotton,Classic,true,Imported,€ 55.50,€ 223.50
Germany,79165864, Women's Relaxed Fit Sleeveless Dress,Women,Dresses,Spring,3,Clothing & Accessories,White,100% Linen,Classic,true,Imported,€ 305.10,€ 669.60
